payment_id,ticket_id,fecha_pago,store_id,caja_id,cajero_id,metodo_pago,importe_pagado,moneda,referencia_autorizacion,estado_pago,observaciones
PAY-0000620,T-500401,2025-06-07 14:16:17,S005,CAJ02,EMP023,TARJETA_REGALO,"305,91",EUR,DAUOS74U,OK,
PAY-0000621,T-500402,2025-09-14 15:51:00,S001,CAJ03,EMP001,Credit Card,202.04,EUR,VEZRAD8EJPML,OK,
PAY-0000622,T-500403,22/12/2025 10:32,S003,CAJ05,EMP056,Tarjeta credito,"226,77",EUR,P5AIEKX6,OK,
PAY-0000623,T-500403,22/12/2025 09:31,S003,CAJ05,EMP056,Tarjeta Débito,"67,39",EUR,8U1QP2WNV2M,OK,
PAY-0000624,T-500404,20/05/25 12:24,S003,,EMP072,TARJETA CREDITO,92.70,EUR,QJ7RPBAD,OK,
PAY-0000625,T-500404,20/05/25 12:24,S003,,EMP072,Cash,16.62,EUR,QICB5NTJ,OK,
PAY-0000626,T-500405,2025-08-04 16:54:15,S004,CAJ04,EMP061,Visa/Mastercard,"1108,68",EUR,,OK,
PAY-0000627,T-500406,07/09/2025,S002,CAJ08,EMP018,Tarjeta credito,1179.35,EUR,OPLLV12BVX,OK,
PAY-0000628,T-500407,2025-08-23 19:01:52,S004,CAJ08,EMP029,Visa/Mastercard,€2.00,EUR,2BVS3K337O,OK,
PAY-0000629,T-500408,2025-07-07 00:12:43,S005,CAJ01,EMP048,Tarjeta Regalo,"2009,51",EUR,I31PHYSVKU,OK,
PAY-0000630,T-500409 ,2025-07-29 09:40:00,S005,CAJ08,EMP010,Tarjeta Crédito,510.30,EUR,XXWXJ46T9,OK,
PAY-0000631,T-500409 ,2025-07-29 09:40:00,S005,CAJ08,EMP010,Tarjeta (Débito),"1,287.12",EUR,SVKXB3CTOJTF,OK,
PAY-0000632,T-500410,21/08/25 02:22,S003,CAJ05,EMP005,Contado,€149.44,EUR,4NDVDXDF6,OK,
PAY-0000633,T-500410,2025-08-21 02:22:00,S003,CAJ05,EMP005,Contado,7.15,EUR,JVIE6DUE,OK,
PAY-0000634,T-500411,2025-01-30 20:24:00,S003,CAJ01,EMP011,Tarjeta credito,3030.20,EUR,57ZKVNIJ,OK,
PAY-0000635,T-500412,02/04/2025,S002,CAJ06,EMP034,tarjeta regalo,€1441.40,EUR,TTSW5EJR91,ANULADO,
PAY-0000636,T-500413,2025-10-10 00:42:07,S004,CAJ07,EMP031,GiftCard,262.11,EUR,IROAGI7L,OK,
PAY-0000637,T-500415,2025-07-26 08:00:00,S004,CAJ06,EMP006,Tarjeta (Débito),-132.68,EUR,OC1R601EJT1,OK,Importe negativo (posible devolución mal registrada)
PAY-0000638,T-500415,2025-07-26,S004,CAJ06,EMP006,Efectivo,€-23.39,EUR,,OK,Importe negativo (posible devolución mal registrada)
PAY-0000639,T-500416,2025-09-20 06:10:00,S003,CAJ05,EMP051,TARJETA_REGALO,397.90,EUR,Y5LV92BEEV,OK,
PAY-0000640,T-500417,24/09/25 05:19,S001,CJ02,EMP013,TARJETA CREDITO,1636.88 EUR,EUR,,OK,
PAY-0000641, T-500417 ,24/09/25 05:19,S001,CJ02,EMP013,Tarjeta credito,107.61,EUR,JB79YJ65WPOL,OK,
PAY-0000642,T-500418,23/08/2025,S002,CAJ02,EMP016,TARJETA CREDITO,9.67,EUR,I2JONEW1M,OK,
PAY-0000643, T-500418 ,2025-08-23 00:00:00,S002,CAJ02,EMP016,cash,103.38,EUR,82P5YRO1W,OK,
PAY-0000644,T-500419,25/12/2025 08:08,S002,CAJ08,EMP010,Visa/Mastercard,"1899,76",EURO,9E5GV7P2A2Q,OK,
PAY-0000645,T-500420,11/04/25 06:57,S001,CAJ01,EMP043,Tarjeta credito,1143.16,EUR,M3G98GEYZILJ,OK,
PAY-0000646,T-500421,05/10/25 20:00,S002,CAJ07,EMP014,Tarjeta Crédito,2036.45,EUR,W09YW3DP11IK,OK,
PAY-0000647,T-500423,2025-09-25 16:22:00,S004,CAJ02,EMP001,Tarjeta Crédito,"320,55",EUR,,OK,
PAY-0000648,T-500424,28/06/25 12:08,S004,CAJ02,EMP044,EFECTIVO,474.96,EUR,ZORK64MG,OK,
PAY-0000649,T-500425,10/12/2025 18:47,S003,CAJ02,EMP046,TARJETA CREDITO,63.33,EUR,,OK,
PAY-0000650,T-500425,10/12/25 18:47,S003,CAJ02,EMP046,DEBITO,160.52,EUR,151VL9RZ4D4Y,OK,
PAY-0000651,T-500425,2025-12-10 18:47:00,S003,CAJ02,EMP046,Debit Card,"76,66",EUR,VFIUD99XR,OK,
PAY-0000652,T-500426,2025-01-07 09:01:46,S005,CAJ08,EMP058,CC,"89,86",EUR,NPE6SWYU2RNA,OK,
PAY-0000653,T-500426,2025-01-07 09:01:46,S005,CAJ08,,Tarjeta credito,267.09,EUR,12J21TELO9LY,OK,
PAY-0000654,T-500427,09/07/2025,S005,CAJ04,EMP005,Tarjeta Crédito,"300,35",EUR,PDAX6KDD49I,OK,
PAY-0000655,T-500427,2025-07-09 01:18:00,S005,CAJ04,EMP005,Debit Card,134.51 EUR,EUR,TKFTUWFV2TT,OK,
PAY-0000656,T-500428,25/01/25 20:07,S003,CAJ02,EMP022,Efectivo,"275,26",EUR,IADPZ9Q8SU5N,OK,
PAY-0000657,T-500429,2025-05-05 21:26:05,S004,CAJ07,EMP074,Tarjeta (Crédito),59.62,EUR,GCT2XFDZOEJF,OK,
PAY-0000658,T-500429,2025-05-05 21:32:05,S004,,EMP074,CC,"31,32",EUR,N4BPSAUE5R,OK,
PAY-0000659,T-500430,05/04/25 14:55,S002,CAJ03,EMP071,Efectivo,"3,39",EUR,ADS83GYZIE,OK,
PAY-0000660,T-500430,05/04/2025 14:55,S002,CAJ03,EMP071,Tarjeta Crédito,20.49,EUR,,OK,
PAY-0000661,T-500431,2025-10-02 11:18:00,S001,,EMP023,Contado,4609.56,EUR,BCPLA8JZ,OK,
PAY-0000662,T-500431,02/10/25 11:18,S001,,EMP023,EFECTIVO,2313.71,EUR,MVKQE4DWZ79,OK,
PAY-0000663,T-500431,2025-10-02 12:56:00,S001,,EMP023,Tarjeta (Crédito),496.27,EUR,6H52MJ13M7P,OK,
PAY-0000664,T-500432,2025-03-09,S002,CAJ05,EMP053,TARJETA_REGALO,€356.29,EUR,,OK,
PAY-0000665,T-500432,2025-03-09 18:54:00,S002,CAJ05,EMP053,Tarjeta Crédito,€123.51,EUR,MC8FU0AB76LB,OK,
PAY-0000666,T-500432,09/03/25 18:54,S002,CAJ05,EMP053,Voucher,470.94,EUR,F2ZQOYGW,OK,
PAY-0000667,T-500433,29/08/25 08:45,S001,CAJ04,EMP068,tarjeta regalo,"196,47",EUR,CDHZG58X,OK,
PAY-0000668,T-500433,2025-08-29 08:45:00,S001,CAJ04,EMP068,cash,128.59,EUR,BM0YX6X3B9KY,OK,
PAY-0000669,T-500436,10/06/25 05:40,S003,CAJ02,EMP013,EFECTIVO,43.60,EUR,,OK,
PAY-0000670,T-500436,10/06/2025 05:40,S003,CAJ02,EMP013,Contado,"102,05",EUR,OR7AAU76,OK,
PAY-0000671,T-500437,03/09/25 10:51,S005,CAJ07,EMP059,Credit Card,155.65,EUR,5AOQ14MAFM,OK,
PAY-0000672,T-500438,2025-11-03 00:07:00,S004,CAJ06,EMP038,BIZUM,€664.16,EUR,UX64BIW8,OK,
PAY-0000673,T-500438,03/11/2025 01:53,S004,CAJ06,EMP038,Cupón,€1408.78,EUR,,OK,
PAY-0000674,T-500438,2025-11-03,S004,CAJ06,EMP038,Tarjeta credito,108.18,EUR,OI4P2GAYQ,OK,
PAY-0000675,T-500439,22/11/25 01:18,S004,CAJ08,EMP028,Debit Card,267.58,EUR,C6SEURAND,OK,
PAY-0000676,T-500440,2025-01-18 04:11:57,S002,CAJ03,EMP001,GiftCard,97.29,EUR,7R1Z4C9VF6,OK,
PAY-0000677,T-500441,07/06/25 21:57,S001,CAJ04,EMP002,TARJETA CREDITO,2667.42,EUR,E8CDK9X07,OK,
PAY-0000678,T-500442,2025-06-26 15:25:24,S003,CAJ08,EMP075✓,cash,"1,570.53",EUR,R4E5IZB1EDM,OK,
PAY-0000679,T-500444,30/06/25 17:24,S001,CAJ06,EMP015,Visa/Mastercard,"149,51",EUR,9DY39CK5B,OK,
PAY-0000680,T-500445,14 de octubre de 2025 08:52,S002,CAJ06,EMP015,Gift Card,205.18 EUR,EUR,58P8O85BIOFU,OK,
PAY-0000681,T-500445,14 de octubre de 2025 08:52,S002,CAJ06,EMP015,Vale,"192,82",EUR,YVGIPAXNQ,OK,
PAY-0000682,T-500445,14 de octubre de 2025 08:52,S002,CAJ06,EMP015,Tarjeta (Débito),"39,81",EUR,7TLYDSS5B0,OK,
PAY-0000683,T-500446,08/07/25 19:57,S005,CAJ05,EMP048,Efectivo,"1212,86",EUR,89GNCTIJH3,OK,
PAY-0000684,T-500447,22/04/25 23:49,S001,CAJ08,EMP051,Tarjeta (Crédito),332.76,EUR,V62J16W8MIN,OK,
PAY-0000685,T-500448,08/09/25 08:53,S001,CAJ03,EMP054,Tarjeta (Débito),4.60,,,OK,
PAY-0000686,T-500449,16/09/25 14:13,S003,CAJ06,EMP042,CC,"10,96",EUR,JN7K98XV,OK,
PAY-0000687,T-500449,16/09/2025 14:13,S003,CAJ06,EMP042,Tarjeta credito,163.18,EUR,D66BX0RTM,OK,
PAY-0000688,T-500450,2025-04-21 00:46:00,S002,CAJ05,EMP007,Visa/Mastercard,1098.53,EUR,,OK,
PAY-0000689,T-500451,2025-06-21 05:22:00,S002,CAJ02,EMP041,EFECTIVO,"601,48",EUR,GQE6XB1Z337,OK,
PAY-0000690,T-500452,26/10/2025 11:06,S002,CAJ02,EMP052,Visa/Mastercard,239.18,EUR,K8YE71TWD96H,OK,
PAY-0000691,T-500453,07/11/25 12:35,S003,CAJ05,EMP074,Tarjeta credito,1509.97 EUR,EUR,,OK,
PAY-0000692,T-500454,2025-03-27 15:02:00,S002,CAJ02,EMP052,Tarjeta debito,238.05,EUR,IPS8QDB9B,OK,
PAY-0000693,T-500455,03/02/25 22:24,S003,CAJ02,EMP058,Efectivo,408.45,EUR,Z8R2W71TJ,OK,
PAY-0000694,T-500455,03/02/25 22:24,S003,CAJ02,EMP058,Tarjeta (Crédito),902.03,EUR,K9M94UZXY4G8,OK,
PAY-0000695,T-500457,17/08/25 00:54,S004,CAJ07,EMP054,Contado,8.60,EUR,J3AYIUKEUF5,OK,
PAY-0000696,T-500457,17/08/25 00:54,S004,CAJ07,EMP054,TARJETA CREDITO,710.81,EUR,2BLU27XNPZ,OK,
PAY-0000697,T-500458,04/08/2025,S005,,EMP035,TARJETA CREDITO,"10,72",EUR,AG9XC5REX,OK,
PAY-0000698,T-500458,04/08/2025,S005,,EMP035,tarjeta regalo,39.84,EUR,P6I29GPO1,OK,
PAY-0000699,T-500459,29/08/26 06:42,S003,CAJ05,EMP060,Contado,€93.71,EUR,LG8Y2WGEBEC,OK,
PAY-0000700,T-500460,24/10/25 23:41,s003,CAJ08,EMP032✓,FINANCIACION,245.71,EUR,QQL7PH6P9JLA,OK,
PAY-0000701,T-500461,2025-10-12,S003,CAJ08,EMP016,Tarjeta credito,"148,17",EUR,QANDTQYPICLK,OK,
PAY-0000702,T-500462,2025-04-24 07:12:00,S001,CAJ07,EMP046,cash,43.88,EUR,O7V1IZ4J,OK,
PAY-0000703,T-500462,24/04/2025 06:30,S001,CAJ07,EMP046,CC,"66,29",EUR,E00HU3X5U7D,OK,
PAY-0000704,T-500464,2025-03-02 00:33:22,S003,CAJ07,EMP021,GiftCard,690.75 EUR,EUR,4EIBKPK7F,OK,
PAY-0000705,T-500464,02/03/2025 02:07,S003,CAJ07,EMP021,BIZUM,698.65 EUR,EUR,GUW48TP37V7,OK,
PAY-0000706,T-500464,2025-03-02 00:33:22,S003,CAJ07,EMP021,EFECTIVO,"1708,48",EUR,BILKJHDKX,OK,
PAY-0000707,T-500465,20/02/25 23:10,S005,CAJ02,EMP010,Visa/Mastercard,220.54,EUR,F2DXR6CJ,OK,
PAY-0000708,T-500465,20/02/25 23:10,S005,CAJ02,EMP010,Tarjeta (Crédito),170.52,EUR,1011HE9WIEE,OK,
PAY-0000709,T-500466,29/11/25 18:05,S003,CAJ05,EMP016,Tarjeta Crédito,215.13€,EUR,1L6CKNC7GI,OK,
PAY-0000710,T-500467,14/09/2025 05:48,S001,CAJ07,EMP014,Tarjeta credito,1178.65,EUR,BNP5O3XT08,OK,
PAY-0000711,T-500467,2025-09-14 05:40:00,S001,CAJ07,EMP014,TARJETA CREDITO,"149,53",EUR,I5P2QFS7GLB8,OK,
PAY-0000712,T-500469,2025-07-25 09:08:00,S005,CAJ02,EMP075,CC,"1.004,89",EUR,QSIMYO7WY66Q,OK,
PAY-0000713,T-500470,19/09/25 13:42,S001,CAJ08,EMP076,Efectivo,469.66,EUR,FRNJHQFMK,OK,
PAY-0000714, T-500471 ,01/10/25 16:34,S003,CAJ02,EMP064,TARJETA CREDITO,776.83,EUR,K4RV7AQ2,OK,
PAY-0000715,T-500472,28 de enero de 2025 00:48,S004,CAJ07,EMP055,VALE,"893,83",EUR,8VLIG7R2F,OK,
PAY-0000716,T-500473,18/08/2025,S004,CAJ02,EMP051,Cash,231.69,EUR,BVLXUIIY3,OK,
PAY-0000717,T-500474,2025-10-25 11:22:40,S004,CAJ07,EMP036,TARJETA CREDITO,"1.506,97",EUR,BU4I4CXG,OK,
PAY-0000718,T-500475,11/02/2025 22:58,S005,CAJ08,EMP019,Tarjeta Crédito,"€1,505.71",EUR,JTO914YBNU,OK,
PAY-0000719,T-500476,2025-05-07 23:26:00,S001,CAJ01,EMP049,GiftCard,"790,87",EUR,XEF73GGAYB,OK,
PAY-0000720,T-500477,30/11/2025 20:43,S003,,,Vale,1699.36,EUR,YDFZDTC5PAYG,OK,
PAY-0000721,T-500478,05/08/2025,S004,CAJ07,EMP005,Tarjeta (Débito),"47,37",EUR,4WXUWCOZFQP,OK,
PAY-0000722,T-500478,2025-08-05 00:00:00,S004,CAJ07,EMP005,EFECTIVO,1225.70,EUR,,OK,
PAY-0000723,T-500479,04/07/25 19:48,S001,CAJ08,EMP070,,"410,43",EUR,ZFY40I6QV,OK,
PAY-0000724,T-500480,2025-05-16 11:46:02,S003,CAJ01,EMP017,Voucher,"345,00",EUR,43ICEV8E,OK,
PAY-0000725,T-500481,02/05/25 04:58,S003,CAJ01,EMP032,Contado,97.38 EUR,EUR,NG5UDLHWV6FL,OK,
PAY-0000726,T-500483,19 de junio de 2025 07:43,S003,CAJ06,EMP039,Efectivo,134.65,EUR,,OK,
PAY-0000727,T-500484,13/08/25 13:09,S005,CAJ04,EMP012,Debit Card,554.03 EUR,EUR,24EQKQ7MOU3D,OK,
PAY-0000728,T-500485,29/07/25 16:40,s001,CAJ05,EMP039,TARJETA CREDITO,-1812.73 EUR,EUR,VC4GTJS1A5UG,OK,Importe negativo (posible devolución mal registrada)
PAY-0000729,T-500487,2025-06-09 09:43:00,S004,CAJ03,EMP039,Visa/Mastercard,32143.50,EUR,BMOYD52MH,OK,
PAY-0000730,T-500488,06/11/25 12:59,S005,CAJ04,EMP025✓,Tarjeta Crédito,2040.18,EUR,OXBE1P5EI,OK,
PAY-0000731,T-500489,17/01/25 09:38,S001,CAJ05,EMP023,Tarjeta credito,3.23 EUR,EUR,6WPRLPG7GV,OK,
PAY-0000732,T-500489,2025-01-17 09:38:00,S001,CAJ05,EMP023,Contado,188.58,EUR,IPG43TLRCELM,OK,
PAY-0000733,T-500489,17/01/2025 09:38,s001,CAJ05,EMP023,CC,116.74,EUR,7XWQF1TTI,OK,
PAY-0000734,T-500490,23/11/25 03:36,S001,CAJ07,EMP012,GiftCard,677.99,EUR,MB4BLDQL,OK,
PAY-0000735,T-500491,2025-02-17 11:42:09,S005,CAJ05,EMP012,FINANCIACION,735.41,EUR,K6HMRTIEHC,OK,
PAY-0000736,T-500492,09/04/2025 18:18,S004,CAJ02,EMP036,Visa/Mastercard,"100,13",EUR,3PLCGQLLX7,OK,
PAY-0000737,T-500493,05/10/25 22:32,S004,CAJ05,EMP019,CC,297.44 EUR,EUR,79I3EVJN2J6B,OK,
PAY-0000738,T-500493,05/10/25 22:32,S004,CAJ05,EMP019,Efectivo,41.74,EUR,TOS6GKJ7,OK,
PAY-0000739,T-500494,30/09/2025 02:13,S001,CAJ04,EMP050,Contado,"474,15",EUR,BFPV0V6443KT,OK,
PAY-0000740,T-500494,30/09/2025 02:14,S001,CAJ04,EMP050,Visa/Mastercard,"1440,94",EUR,SOSC0WHS1,OK,
PAY-0000741,T-500495,30/11/25 18:20,S004,CAJ05,EMP031,Tarjeta debito,0.00,EUR,4QUNF57VH,OK,
PAY-0000742,T-500496,10/06/25 09:04,S001,CAJ02,EMP063,DEBITO,"1,240.92",EUR,I4EURE5M,OK,
PAY-0000743,T-500496,10/06/25 09:04,S001,CAJ02,EMP063,Visa/Mastercard,€182.47,EUR,ZHCMZ2RNO,OK,
PAY-0000744,T-500497,26/06/25 00:42,S003,CAJ06,EMP071,CC,409.07,EUR,QIX43IRGM5,OK,
PAY-0000745,T-500498,2025-10-26 02:37:08,S003,CAJ02,EMP032,,€426.86,EUR,J3YC6WZ8L6,OK,
PAY-0000746,T-500499,07/11/25 12:08,s004,CAJ03,EMP076,Cupón,"860,37",EUR,,OK,
PAY-0000747,T-500500,30/09/25 08:13,S001,CAJ04,EMP060,tarjeta regalo,€571.66,EUR,,OK,
PAY-0000748,T-500501,24/12/2025 06:55,S002,CJ02,EMP068,Efectivo,123.73,EUR,T6ERQ5A838,OK,
PAY-0000749,T-500502,17/11/25 01:03,S003,CAJ07,EMP027,cash,41.33,EUR,HKRAJIAA6,OK,
PAY-0000750,T-500502,17/11/25 01:03,S003,CAJ07,EMP027,Tarjeta (Débito),238.45,EUR,,OK,
PAY-0000751,T-500503,02/07/25 02:17,S004,CAJ06,EMP059,Tarjeta credito,"428,22",EUR,4XCRWDWF1,OK,
PAY-0000752,T-500503,02/07/25 02:17,S004,CAJ06,EMP059,Tarjeta Crédito,"228,21",EUR,42GA3YYGDTW,OK,
PAY-0000753,T-500504,02/04/25 04:52,S005,CAJ02,EMP007,Tarjeta Crédito,333.18,EUR,ZCMOTBMRLCR,OK,
PAY-0000754,T-500505,2025-02-21 08:32:00,,CAJ07,EMP051,Tarjeta Crédito,1964.16,EUR,GA3L71029,OK,
PAY-0000755,T-500506,19/02/25 15:50,S001,CAJ07,EMP015,Efectivo,"386,64",EUR,AMHV1F070VK,OK,
PAY-0000756,T-500506,19/02/25 15:50,S001,CAJ07,EMP015,Credit Card,"138,71",EUR,3ZA8E83MTEBD,OK,
PAY-0000757,T-500507,10/07/2025,S003,CAJ07,EMP041,DC,58.65,EUR,LJSI3UDUUR,OK,
PAY-0000758,T-500507,10/07/2025,S003,CAJ07,EMP041,DC,21.85,EUR,429KJPQ8S,OK,
PAY-0000759,T-500507,10/07/2025,S003,CAJ07,EMP041,Cash,"148,30",EUR,5ML51AATN,OK,
PAY-0000760,T-500509,2025-04-21 08:09:00,S001,CAJ03,EMP012,,393.55,EUR,3ER70UT10,OK,
PAY-0000761,T-500509,21/04/25 08:09,S001,CAJ03,EMP012,EFECTIVO,240.12,EUR,NBAV4VJHP6,OK,
PAY-0000762,T-500509,21/04/25 08:09,S001,CAJ03,EMP012,GiftCard,-353.51,EUR,8L9GJ4ANLIOB,OK,Importe negativo (posible devolución mal registrada)
PAY-0000763,T-500510,13/07/25 10:43,S005,CAJ03,EMP010,cash,"3.236,90",EUR,,OK,
PAY-0000764,T-500511,28/06/25 17:41,S005,CAJ02,EMP020✓,EFECTIVO,175.10,EUR,WGL8I9AKFD,OK,
PAY-0000765,T-500514,2025-07-19,S003,CAJ03,EMP013,cash,"93,81",EUR,JOBEIFDD,OK,
PAY-0000766,T-500515,2025-06-30 00:24:53,S005,CAJ07,EMP066,EFECTIVO,55.37,EUR,L08KGFP94K,OK,
PAY-0000767,T-500516,2025-02-19 15:05:00,S001,CAJ07,EMP062,TARJETA CREDITO,375.00,EUR,,OK,
PAY-0000768,T-500518,24 de junio de 2025 17:49,S001,CAJ05,EMP059,Tarjeta Regalo,7131.40,EUR,84JC755OTS4,OK,
PAY-0000769,T-500519,15/02/25 07:31,S005,CAJ02,,Tarjeta Regalo,"30,04",EUR,B051T8FMW4,OK,
PAY-0000770,T-500520,2025-02-04 01:25:00,S005,CAJ06,EMP051,TARJETA CREDITO,410.17,EUR,AYIIY2S53,OK,
PAY-0000771,T-500521,13/06/25 20:11,S002,CAJ04,EMP060,Cash,"1084,90",EUR,5EOL0TA8R,OK,
PAY-0000772,T-500522,04/01/25 01:23,S004,CAJ04,EMP051,Credit Card,"214,71",EUR,,OK,
PAY-0000773,T-500522,04/01/25 01:23,S004,CAJ04,EMP051,Tarjeta Crédito,27.65,EUR,5F9MZ99ZJUK,OK,
PAY-0000774,T-500523,2025-12-30,S003,CAJ07,EMP076,cash,1232.52,EUR,EQ1ZQ8DAYDW,OK,
PAY-0000775,T-500524,15/02/25 09:58,S003,CAJ05,EMP054,Contado,2.42,EUR,YZNM5SAX,OK,
PAY-0000776,T-500524,15/02/25 09:58,S003,CAJ05,EMP054,DC,127.99 EUR,EUR,4JXA2YMPYI,OK,
PAY-0000777,T-500525,24/09/2025 00:25,,CAJ08,EMP029,EFECTIVO,142.59,EUR,6F4ZZW5UK4,OK,
PAY-0000778,T-500525,2025-09-24 00:25:16,S002,CAJ08,EMP029,Bizum,"42,93",EUR,NZ1Z9ZO2,OK,
PAY-0000779,T-500526,20/04/25 16:41,S004,CAJ06,EMP021,cash,97.58,EUR,4ERTL15E166,OK,
PAY-0000780,T-500527,12/04/2025 08:43,S004,CAJ04,EMP003,DEBITO,"41,06",EUR,1PQFMPAH3Q,OK,
PAY-0000781,T-500529,2025-11-23 20:15:08,S005,CAJ02,EMP057,Cash,"163,73",EUR,YNFGJ1YOFQT,OK,
PAY-0000782,T-500529,2025-11-23 20:15:08,S005,CAJ02,EMP057,CC,89.14,EUR,HT7RYME6PS,OK,
PAY-0000783,T-500530,2025-12-20,S005,CAJ02,EMP016,Voucher,"541,40",EUR,1RU08L4PJAGX,OK,
PAY-0000784,T-500530,2025-12-20 19:00:10,S005,CAJ02,EMP016,Tarjeta Crédito,"1453,67",EUR,HO4QHCG7FD1,ANULADO,Pago anulado por duplicidad
PAY-0000785,T-500531,20/06/25 12:47,S002,CAJ06,EMP016,Credit Card,411.93,EUR,48AV3G60,OK,
PAY-0000786,T-500532,16/09/25 06:12,S002,CAJ06,EMP054,Vale,220.86,EUR,OG5BMABU,OK,
PAY-0000787,T-500532,16/09/25 06:12,S002,CAJ06,EMP054,Efectivo,1125.71,EUR,8BO7JFM03,OK,
PAY-0000788,T-500533,04/01/25 20:43,S004,CAJ06,EMP057,Contado,625.16,EUR,3ZQX3QFXM,OK,
PAY-0000789,T-500535,27/02/25 00:51,,CAJ01,EMP068,Visa/Mastercard,"12,340.36",EUR,U4GBGCN3,OK,
PAY-0000790,T-500536,09/10/25 14:24,S004,CAJ05,EMP069,,903.26 EUR,EUR,M9E5IMLZ6I,OK,
PAY-0000791,T-500537,16/07/25 05:30,s002,CAJ05,EMP039,CC,€32.39,EURO,E321D5C21,OK,
PAY-0000792,T-500539,2025-07-20,S005,CAJ07,EMP032,Contado,"268,23",EUR,XU6M9DEOCI,OK,
PAY-0000793,T-500541,2025-02-26 01:24:00,S004,CAJ08,EMP054,Credit Card,218.81,EUR,AUF0TJ5JG,OK,
PAY-0000794,T-500542,2025-02-16 04:12:00,S002,CAJ01,EMP072,tarjeta regalo,657.16,EUR,9N04FDTZJ2L7,OK,
PAY-0000795,T-500543,25/02/25 11:38,S003,CAJ06,EMP063✓,Vale,1688.82,EUR,,OK,
PAY-0000796,T-500543,25/02/25 11:38,S003,CAJ06,EMP063✓,Cupón,169.94,EUR,3T9LP2E2A,OK,
PAY-0000797,T-500544,11/08/2025 13:17,,CAJ06,EMP006,Contado,"176,63",EUR,TM27O19Q,OK,
PAY-0000798,T-500545,31/08/25 15:16,S004,CAJ08,EMP042,Tarjeta credito,189.75,EUR,A763BUPGRKB,OK,
PAY-0000799,T-500545,31/08/25 15:16,S004,CAJ08,EMP042,Visa/Mastercard,"285,84",EUR,H4ZPATQXLKDY,OK,
PAY-0000800,T-500546,27/10/25 15:47,S003,CAJ03,EMP074,Cash,"570,54",EUR,YH5HOA7WK,OK,
PAY-0000801,T-500547,16 de febrero de 2025 17:07,S005,CAJ04,EMP065,EFECTIVO,141.17,EUR,61PY2VG9353,OK,
PAY-0000802,T-500548,29/12/25 16:06,S004,CAJ06,EMP006,CC,"739,99",EUR,1GJPMH3U,OK,
PAY-0000803,T-500549,04/02/25 19:23,S001,CAJ03,EMP024,TARJETA CREDITO,849.34,EUR,9AMSM5R7,OK,
PAY-0000804,T-500550,18/11/25 11:06,S001,CAJ07,EMP034,FINANCIACION,277.87,EUR,Q8SJQONTQ,OK,
PAY-0000805,T-500551,2025-06-08 02:13:00,S005,CAJ02,EMP041,TARJETA CREDITO,39.07,EUR,U7FRZUD1LBQ4,OK,
PAY-0000806,T-500551,2025-06-08,S005,CAJ02,EMP041,Debit Card,346.33,EUR,HOXXAOZ5E,OK,
PAY-0000807,T-500552,2025-06-07 23:08:00,S005,CAJ04,EMP017,Cash,95.79,EUR,1UHYGSW419A,OK,
PAY-0000808,T-500553,01/01/25 09:19,S002,CAJ07,EMP072,Tarjeta (Crédito),"186,28",EUR,1OF7Y5R7,OK,
PAY-0000809,T-500555 ,08/11/2025 11:42,S001,CAJ05,EMP027,Tarjeta (Crédito),136.71,EUR,T3LJOKBZ,OK,
PAY-0000810,T-500555 ,2025-11-08 11:42:00,S001,CAJ05,EMP027,Contado,41.06,EUR,VPANGW3PAJVF,OK,
PAY-0000811,T-500556,2025-09-26 16:27:00,S003,CAJ08,EM043,Voucher,34.37,EUR,8JHE5S517DX,OK,
PAY-0000812,T-500556,26/09/2025 16:27,S003,CAJ08,EM043,,174.55,EUR,9OKQBBWBX54Q,OK,
PAY-0000813,T-500557,2025-12-13 15:22:00,S004,CAJ02,EMP010,Credit Card,205.62,EUR,GXWDPA7YZ5ND,OK,
PAY-0000814,T-500558,16/10/2025,S001,CAJ06,,Contado,€1078.90,EUR,XMS3RAG0K,OK,
PAY-0000815,T-500559,18/12/25 06:37,S002,CAJ08,EMP005,Visa/Mastercard,€112.22,EUR,IN1A7KNE,OK,
PAY-0000816,T-500560,2025-08-08 16:46:00,S003,CAJ08,EMP025,TARJETA CREDITO,"340,82",EUR,TE5U9IN7OFHE,OK,
PAY-0000817,T-500561,27/09/25 03:05,S005,CAJ05,EMP003,bizum,"71,34",EUR,,OK,
PAY-0000818,T-500561,27/09/25 03:05,S005,CAJ05,EMP003,Tarjeta (Crédito),8.30,EUR,6N968XF6V,OK,
PAY-0000819,T-500562,22/09/25 03:40,S001,CAJ06,EMP053,Tarjeta (Crédito),"187,56",EUR,8363DHTG1D9O,OK,
PAY-0000820,T-500563,10 de noviembre de 2025 16:03,S004,CAJ07,EMP011,Tarjeta Crédito,€71.48,EUR,50UHEH3R,OK,
PAY-0000821,T-500564,2025-08-19 02:47:13,S001,CAJ02,EMP056,EFECTIVO,170.22,EUR,3B79P7D7UW,OK,
PAY-0000822,T-500566,2025-08-26,S001,CAJ01,EMP057,Tarjeta (Crédito),207.28,EUR,7PLR1X08,OK,
PAY-0000823,T-500566,26/08/25 04:29,S001,CAJ01,EMP057,GiftCard,1115.07,EUR,,OK,
PAY-0000824,T-500567,2025-08-31 08:21:39,S001,CAJ07,EMP077,Tarjeta credito,526.94,EUR,HRHBKGK9JQTA,OK,
