order_line_id,order_id,product_id,descripcion_producto,categoria,subcategoria,cantidad,precio_unitario,descuento_pct,descuento_importe,importe_linea,iva_pct
OL-0001463,O-202400495,P1081,"Bombilla Élite ""Star""",Iluminación,Bombillas,1,366.85,25,91.71,275.14,10
OL-0001464,O-202400495,P1010,Cama Sol Compact,Muebles,Camas,1,"925,54",,,925.54,21
OL-0001465,O-202400495,P1089,"Bombilla Vintage ""Star""",Iluminación,Bombillas,1,101.83,0,€0.00,"101,83",21
OL-0001466,O-202400496,P1083,"Aplique Aurora ""Star""",Iluminación,,1,394.67,5,19.73,"374,94",10
OL-0001467,O-202400496,P1021,"Bombilla Brisa ""Star""",Iluminación,Bombillas,2,287.06,5,28.71,545.41,10
OL-0001468,O-202400496,P1072,"Aplique Aurora ""Star""",Iluminación,Apliques,1,213.17,20,43,170.54,10
OL-0001469,O-202400497,P1062,Sábana Brisa Pack 4,Textil hogar,Sábanas,2,186.53,15,55.96,317.10,21
OL-0001470,O-202400497,P1038,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,1,22.53,110,24.78,-2.25,21
OL-0001471,O-202400497,p1051,Alfombra Aurora Set 2 uds,Textil hogar,Alfombras,1,23.51,30,7.05,"16,46",21
OL-0001472,O-202400497,P1090,Armario Sol XL,Muebles,Armarios,1,1258.01,,,1258.01,21
OL-0001473,O-202400497,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,3,51.19,30,46.07,107.50,21
OL-0001474,O-202400497,SKU-9999,,,,1,"436,67",5,21.83,414.84,21
OL-0001475,O-202400498,P1063,Armario Brisa 160cm,Muebles,Armarios,1,400.93,0,0.00,400.93,21
OL-0001476,O-202400499,P1001,Cuadro Atlas ★,Decoración,Cuadros,3,31.32,,,93.96,21
OL-0001477,O-202400499,P1004,Cama Sol 120cm,decoración,Camas,1,"1071,68",30,321.50,750.18,21
OL-0001478,O-202400500,P1062,Sábana Brisa Pack 4,Textil hogar,Sábanas,1,181.00,,,181.00,21
OL-0001479,O-202400500,SKU-9999,,,,1,343.63,0,0.00,343.63,21
OL-0001480,O-202400501,P1050,Cama Brisa Compact,Muebles,Camas,2,179.99,10,36.00,323.98,21
OL-0001481,O-202400501,P1049,"Lámparas techo Boreal ""Star""",Iluminación,Lámparas techo,3,337.01,20,202.21,"808,82",10
OL-0001482,O-202400501,P1039,Cuadro Nórdico ★,Decoración,Cuadros,-1,213.97,30,"0,00",,10
OL-0001483,O-202400502,P1082,Vela Vintage ★,Decoración,Velas,1,"212,61",10,"21,26",€191.35,21
OL-0001484,O-202400502,P1004,Cama Sol 120cm,decoración,Camas,3,1172.17,10,351.65,3164.86,21
OL-0001485,O-202400503,P1036,Cortina Aurora 90x200,Textil hogar,Cortinas,1,"25,99",,,25.99,21
OL-0001486,O-202400503,P101X,Producto desconocido,,,1,€825.35,5,€41.27,"784,08",21
OL-0001487,O-202400504,P1008,"Bombilla Nórdico ""Star""",Iluminación,Bombillas,1,26,0,0.00,26.48,10
OL-0001488,O-202400505,P1017,"Lámparas techo Zen ""Star""",Iluminación,Lámparas techo,1,65.01,10,6.50,58.51,21
OL-0001489,O-202400505,P1014,Cuadro Zen ★,Decoración,Cuadros,1,,,,71.57,21
OL-0001490,O-202400505,P1008,"Bombilla Nórdico ""Star""",Iluminación,Bombillas,1,"26,01",,,26.01,10
OL-0001491,O-202400505,P1003,Espejo Atlas ★,Decoración,Espejos,2,264.64,0,"0,00","529,28",10
OL-0001492,O-202400506,P1045,Sofá Aurora 120cm,Muebles,Sofás,1,155.88,,,"155,88",21
OL-0001493,O-202400506,P1074,Sábana Vintage Pack 4,Textil hogar,Sábanas,0,100.34,5,0.00,0.00,21
OL-0001494,O-202400506,P1069,Sofá Zen 120cm,Muebles,Sofás,1,514,,,514.33,21
OL-0001495,O-202400506,p1024,Cojine Vintage ★,Decoración,Cojines,1,"166,76",20,33.35,133.41,21
OL-0001496,O-202400507, p1094,"Bombilla Zen ""Star""",Iluminación,Bombillas,1,303.71,30,91,212.60,21
OL-0001497,O-202400508,P1058,Manta Nórdico 140x200,Textil hogar,Mantas,1,64.38,,,64.38,21
OL-0001498,O-202400508,P1029,Figura Luna ★,Decoración,Figuras,1,48.39,,,,10
OL-0001499,O-202400509,P103Y,Producto desconocido,,,1,"948,22",20,189.64,758.58,21
OL-0001500,O-202400509,P1011,Vela Eco ★,Decoración,Velas,1,94,25,23.43,70.27,10
OL-0001501,O-202400509,P1044,"Bombilla Eco ""Star""",Iluminación,Bombillas,1,48.78,,,48.78,10
OL-0001502,O-202400510,P1093,Sofá Atlas XL,Muebles,Sofás,2,462.98,5,46.30,879.66,21
OL-0001503,O-202400510,p1002,Sábana Brisa 90x200,Textil hogar,Sábanas,1,€155.42,10,15.54,€139.88,21
OL-0001504,O-202400510,P1086,"Lámparas mesa Eco ""Star""",Iluminación,Lámparas mesa,1,176.63,15,26.49,150.14,10
OL-0001505,O-202400510,p10X1,,N/A,,1,"217,73",15,32.66,185.07,21
OL-0001506,O-202400510,P1000,Sofá Aurora 160cm,Muebles,Sofás,2,213.17,10,"42,63",383.71,21
OL-0001507,O-202400510,P1093,Sofá Atlas XL,Muebles,Sofás,1,411.26,10,41.13,370.13,21
OL-0001508,O-202400511,P1062,Sábana Brisa Pack 4,Textil hogar,Sábanas,1,203.66,0,€0.00,203.66,21
OL-0001509,O-202400511,p1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,1,21.31,,,21.31,21
OL-0001510,O-202400512,P1095,  Espejo Élite 80cm  ,Iluminación,Lámparas pie,2,"0,00",10,0.00,0.00,21
OL-0001511,O-202400512,SKU-9999,,,,1,776.62,,,776.62,21
OL-0001512,O-202400512,P1086,"Lámparas mesa Eco ""Star""",Iluminación,Lámparas mesa,1,177.22,,,177,21
OL-0001513,O-202400512,P1070,"Aplique Boreal ""Star""",Iluminación,,1,302.03,,,"302,03",10
OL-0001514,O-202400513,P1083,"Aplique Aurora ""Star""",Iluminación,,2,€379.26,,,758.52,10
OL-0001515,O-202400514,P1031,Cama Nórdico 3 plazas,Muebles,Camas,1,1083.49,15,162.52,920.97,21
OL-0001516,O-202400514,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,2,21.34,5,2.13,41,21
OL-0001517,O-202400514,P1049,"Lámparas techo Boreal ""Star""",Iluminación,Lámparas techo,1,375,20,75.01,"300,02",10
OL-0001518,O-202400515,p1037,"Bombilla Boreal ""Star""",Iluminación,Bombillas,1,"49,26",5,2.46,46.80,21
OL-0001519,O-202400515,P1013,"Lámparas techo Brisa ""Star""",Iluminación,Lámparas techo,0,305.53,5,"0,00",0.00,10
OL-0001520,O-202400516,P1008,"Bombilla Nórdico ""Star""",Iluminación,Bombillas,1,"26,77",0,"0,00",26.77,10
OL-0001521,O-202400516,P1040,Manta Boreal 140x200,Textil hogar,Mantas,1,,,,29.32,21
OL-0001522,O-202400517,P1043,Cama Sol 3 plazas,Muebles,Camas,1,"874,53",15,€131.18,743.35,21
OL-0001523,O-202400517,P1057,"Lámparas pie Luna ""Star""",Iluminación,Lámparas pie,2,"123,77",,,€247.54,10
OL-0001524,O-202400517,P1055,Cuadro Luna ★,Decoración,Cuadros,1,124.96,30,37.49,87.47,21
OL-0001525,O-202400518,P1033,Cojine Sol ★,Decoración,Cojines,2,237.90,5,23.79,452.01,10
OL-0001526,O-202400518,SKU-9999,,,,4,"525,79",0,0.00,2103.16,21
OL-0001527,O-202400518,P1082,Vela Vintage ★,Decoración,Velas,1,229,30,69,160.36,10
OL-0001528,O-202400519,P1082,Vela Vintage ★,Decoración,Velas,3,222.90,15,"100,31",568.39,10
OL-0001529,O-202400519,P1020,Alfombra Zen 200x300,Textil hogar,Alfombras,1,110.14,20,22.03,88,21
OL-0001530,O-202400520,P1064,Estantería Minimal 120cm,Muebles,Estanterías,0,"418,25",110,0.00,0.00,21
OL-0001531,O-202400520,P1037,"Bombilla Boreal ""Star""",Iluminación,Bombillas,1,51.04,15,7.66,43.38,21
OL-0001532,O-202400521,P1070,"Aplique Boreal ""Star""",Iluminación,,1,297.08,20,59.42,237.66,21
OL-0001533,O-202400521,P1068,"Lámparas mesa Minimal ""Star""",Iluminación,Lámparas mesa,2,€50.31,30,"30,19",70,10
OL-0001534,O-202400522,P1086,"Lámparas mesa Eco ""Star""",Iluminación,Lámparas mesa,1,€184.51,25,"46,13",138.38,10
OL-0001535,O-202400522,p1030,Sofá Vintage XL,Muebles,Sofás,2,991.75,20,396.70,"1586,80",21
OL-0001536,O-202400523,P1034,Jarrone Atlas ★,Decoración,Jarrones,2,271.86,,,543.72,21
OL-0001537,O-202400523,P1020,Alfombra Zen 200x300,Textil hogar,Alfombras,2,115.71,10,€23.14,208.28,21
OL-0001538,O-202400523,P1024,Cojine Vintage ★,Decoración,Cojines,1,168.68,15,25.30,143.38,21
OL-0001539,O-202400523,P1057,"Lámparas pie Luna ""Star""",Iluminación,,2,124.74,30,74.84,174.64,10
OL-0001540,O-202400524,P1091,"Bombilla Eco ""Star""",Iluminación,Bombillas,1,€392.76,0,0.00,392.76,21
OL-0001541,O-202400524,P1047,Sofá Atlas 3 plazas,Muebles,Sofás,1,"478,72",,,"478,72",21
OL-0001542,O-202400524,P1055,Cuadro Luna ★,Decoración,Cuadros,1,115.38,,,115.38,10
OL-0001543,O-202400525,P1091,"Bombilla Eco ""Star""",Iluminación,Bombillas,2,,20,155.12,"620,50",10
OL-0001544,O-202400525,P1031,Cama Nórdico 3 plazas,Muebles,Camas,1,"1148,58",25,287.14,861.44,21
OL-0001545,O-202400525,P1091,"Bombilla Eco ""Star""",Iluminación,Bombillas,1,355.68,,,355.68,21
OL-0001546,O-202400525,P1034,Jarrone Atlas ★,Decoración,Jarrones,2,€271.68,10,"54,34",489.02,21
OL-0001547,O-202400525,P9999,Producto desconocido,,,1,"208,64",30,62.59,146.05,21
OL-0001548,O-202400525,P1042,Espejo Minimal ★,Decoración,Espejos,1,78.95,,,78.95,21
OL-0001549,O-202400526,P1076,Cortina Eco 200x300,Textil hogar,Cortinas,1,€229.18,10,€22.92,206.26,21
OL-0001550,O-202400526,P1043,Cama Sol 3 plazas,Muebles,Camas,2,"873,03",20,349.21,1396.85,21
OL-0001551,O-202400527,P1088,Espejo Élite ★,Decoración,Espejos,2,147.67,15,44.30,250.22,10
OL-0001552,O-202400527,P1074,Sábana Vintage Pack 4,Textil hogar,Sábanas,1,,30,27.26,€63.62,21
OL-0001553,O-202400527,P1033,Cojine Sol ★,Decoración,Cojines,4,244.50,30,€293.40,684.60,21
OL-0001554,O-202400527,P1096,Figura Vintage ★,Decoración,Figuras,3,138.94,,,417,10
OL-0001555,O-202400528,P1003,Espejo Atlas ★,Decoración,Espejos,1,266.23,5,13.31,€252.92,10
OL-0001556,O-202400528,P1028,Sábana Zen 90x200,Textil hogar,Sábanas,4,67.08,,,268.32,21
OL-0001557,O-202400528,P1084,Espejo Eco ★,Decoración,Espejos,1,46,,,46.23,21
OL-0001558,O-202400529,P1068,"Lámparas mesa Minimal ""Star""",Iluminación,Lámparas mesa,1,51.47,25,12.87,€38.60,21
OL-0001559,O-202400529,P1098,Espejo Boreal ★,Decoración,Espejos,2,209.81,20,"83,92","335,70",10
OL-0001560,O-202400529,P9999,Producto desconocido,,,1,"939,01",,,939.01,21
OL-0001561,O-202400529,P1027,Sábana Nórdico 140x200,Textil hogar,Sábanas,1,100.79,0,0.00,100.79,21
OL-0001562,O-202400530,P1037,"Bombilla Boreal ""Star""",Iluminación,,1,52.01,25,"13,00","39,01",21
OL-0001563,O-202400530,SKU-9999,Producto desconocido,,,3,€326.13,,,978.39,21
OL-0001564,O-202400530,P1047,Sofá Atlas 3 plazas,Muebles,Sofás,2,520.45,15,156.14,884.76,21
OL-0001565,O-202400530,P1084,Espejo Eco ★,Decoración,Espejos,3,43.45,,,130.35,10
OL-0001566,O-202400531,P1055,Cuadro Luna ★,Decoración,Cuadros,2,,,,257.00,10
OL-0001567,O-202400531,P1048,Mesa Minimal 160cm,Muebles,Mesas,1,470,0,0.00,470.07,21
OL-0001568,O-202400531,P1003,Espejo Atlas ★,Decoración,Espejos,1,265.36,,,,10
OL-0001569,O-202400531,P1028,Sábana Zen 90x200,Textil hogar,Sábanas,1,68.40,,,"68,40",21
OL-0001570,O-202400532,P1064,Estantería Minimal 120cm,Muebles,Estanterías,1,467.94,,,467.94,21
OL-0001571,O-202400533,p1024,Cojine Vintage ★,Decoración,Cojines,1,172.54,30,€51.76,120.78,10
OL-0001572,O-202400533,P1096,Figura Vintage ★,Decoración,Figuras,1,139.59,0,0.00,139.59,21
OL-0001573,O-202400533,P1050,Cama Brisa Compact,Muebles,Camas,1,188.29,15,28.24,160.05,21
OL-0001574,O-202400533,P1061,Sábana Minimal 200x300,Textil hogar,Sábanas,2,203.95,,,407.90,21
OL-0001575,O-202400534,P1032,Figura Minimal ★,Decoración,Lamparas mesa,1,118.84,20,23.77,95.07,10
OL-0001576,O-202400534,P1084,Espejo Eco ★,Decoración,Espejos,1,43,10,4.34,39.06,10
OL-0001577,O-202400534,P1038,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,1,€22.36,20,4.47,€17.89,10
OL-0001578,O-202400535,P1069,Sofá Zen 120cm,Muebles,Sofás,1,478.68,30,143.60,"335,08",21
OL-0001579,O-202400535,P1037,"Bombilla Boreal ""Star""",Iluminación,Bombillas,1,46.82,30,€14.05,32.77,21
OL-0001580,O-202400536,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,3,54.41,30,48.97,114.26,21
OL-0001581,O-202400536,p1067,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,2,328.67,0,0.00,657.34,10
OL-0001582,O-202400536,P1031,Cama Nórdico 3 plazas,Muebles,Camas,1,1045.28,5,52,993.02,21
OL-0001583,O-202400537,p1069,Sofá Zen 120cm,Muebles,Sofás,2,"489,61",5,48.96,930,21
OL-0001584,O-202400537,P1080,Espejo Boreal ★,Decoración,Espejos,4,198.37,,,793.48,10
OL-0001585,O-202400537,P1008,"Bombilla Nórdico ""Star""",Iluminación,Bombillas,1,29.47,,,29.47,21
OL-0001586,O-202400537,P1042,Espejo Minimal ★,Decoración,Espejos,1,76.22,,,76.22,21
OL-0001587,O-202400538,P1030,Sofá Vintage XL,Muebles,Sofás,1,1012.11,25,253.03,759.08,21
OL-0001588,O-202400539,p10X1,,,,1,325.86,,,"325,86",21
OL-0001589,O-202400539,P1084,Espejo Eco ★,Decoración,Espejos,1,45.89,30,13.77,"32,12",21
OL-0001590,O-202400539,P1066,Jarrón Brisa 💠,Iluminación,,1,79,30,23.77,"55,47",21
OL-0001591,O-202400540,P1071,"Bombilla Aurora ""Star""",Iluminación,Bombillas,1,140.96,,,140.96,10
OL-0001592,O-202400541,P1089,"Bombilla Vintage ""Star""",Iluminación,Bombillas,1,106.21,,,106.21,21
OL-0001593,O-202400542,P1079,Cuadro Boreal ★,Decoración,Cuadros,-1,151.65,0,0.00,€-151.65,10
OL-0001594,O-202400542,P1062,Sábana Brisa Pack 4,Textil hogar,Sábanas,1,207.84,25,51.96,155.88,21
OL-0001595,O-202400542,P1004,Cama Sol 120cm,decoración,Camas,1,1032.41,10,"103,24",929.17,21
OL-0001596,O-202400543,P1058,Manta Nórdico 140x200,Textil hogar,Mantas,2,67.26,,,134.52,21
OL-0001597,O-202400543,p10X1,,N/A,,1,590.84,,,590.84,21
OL-0001598,O-202400544,P1033,Cojine Sol ★,Decoración,Cojines,1,244.73,,,244.73,10
OL-0001599,O-202400545,P1097,Sofá Eco 120cm,Muebles,Sofás,1,703.77,0,0.00,€703.77,21
OL-0001600,O-202400545,P1067,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,1,355.77,15,53.37,302.40,10
OL-0001601,O-202400546,P1048,Mesa Minimal 160cm,Muebles,Mesas,0,433,10,0.00,"0,00",21
OL-0001602,O-202400546,P1049,"Lámparas techo Boreal ""Star""",Iluminación,Lámparas techo,1,372.15,,,372.15,21
OL-0001603,O-202400546,P1079,Cuadro Boreal ★,Decoración,Cuadros,2,144.27,,,289,10
OL-0001604,O-202400547,P1080,Espejo Boreal ★,Decoración,Espejos,3,211.29,20,126.77,"507,10",21
OL-0001605,O-202400547,P1026,Cuadro Vintage ★,Decoración,Cuadros,1,87.68,110,96,-8.77,21
OL-0001606,O-202400547,P1063,Armario Brisa 160cm,Muebles,Armarios,1,403.59,30,121.08,"282,51",21
OL-0001607,O-202400547,P1081,"Bombilla Élite ""Star""",Iluminación,,1,382.98,5,19.15,363.83,10
OL-0001608,O-202400548,P1092,Armario Sol Compact,Muebles,Armarios,2,577.97,5,57.80,"1098,14",21
OL-0001609,O-202400548,P9999,,,,1,"323,30",,,€323.30,21
OL-0001610,O-202400548,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,1,57.02,30,17.11,39.91,21
OL-0001611,O-202400548,P1017,"Lámparas techo Zen ""Star""",Iluminación,Lámparas techo,1,63.55,25,15.89,48,21
OL-0001612,O-202400548,P1033,Cojine Sol ★,Decoración,Cojines,2,€222.85,,,"445,70",21
OL-0001613,O-202400549,P1013,"Lámparas techo Brisa ""Star""",Iluminación,Lámparas techo,0,"293,76",,,0.00,10
OL-0001614,O-202400549,P1097,Sofá Eco 120cm,Muebles,Sofás,1,759.84,,,759.84,21
OL-0001615,O-202400549,P1088,Espejo Élite ★,Decoración,,1,134.89,,,"134,89",10
OL-0001616,O-202400550,P1006,Cortina Élite 200x300,Textil hogar,Cortinas,1,108.69,-5,-5.43,114.12,21
OL-0001617,O-202400550,P1021,"Bombilla Brisa ""Star""",Iluminación,Bombillas,1,279.72,20,55.94,223.78,10
OL-0001618,O-202400550,P1029,Figura Luna ★,Decoración,Figuras,1,"54,70",10,5.47,49.23,10
OL-0001619,O-202400551,SKU-9999,,N/A,,1,"47,66",5,2.38,€45.28,21
OL-0001620,O-202400551,P1053,"Aplique Nórdico ""Star""",Iluminación,,3,"214,87",20,128.92,€515.69,10
OL-0001621,O-202400551,P1008,"Bombilla Nórdico ""Star""",Iluminación,Bombillas,1,26.82,30,8.05,€18.77,21
OL-0001622,O-202400552,P1003,Espejo Atlas ★,Decoración,Espejos,1,265.70,,,265.70,10
OL-0001623,O-202400553,P1066,Jarrón Brisa 💠,Iluminación,Lámparas pie,1,81.48,5,4.07,77.41,21
OL-0001624,O-202400553,P1093,Sofá Atlas XL,Muebles,Sofás,1,428.91,25,107.23,321.68,21
OL-0001625,O-202400553,P1046,"Aplique Atlas ""Star""",Iluminación,Apliques,1,316.18,,,316.18,10
OL-0001626,O-202400554,P1038,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,1,20.13,25,5.03,€15.10,21
OL-0001627,O-202400554,p1084,Espejo Eco ★,Decoración,Espejos,2,€45.74,25,22.87,68.61,10
OL-0001628,O-202400554,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,1,"22,62",110,24.88,-2.26,21
OL-0001629,O-202400554,P1097,Sofá Eco 120cm,Muebles,,1,€707.90,0,"0,00",€707.90,21
OL-0001630,O-202400555,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,2,20.67,,,41.34,21
OL-0001631,O-202400555,SKU-9999,,,,2,517.46,15,155.24,879.68,21
OL-0001632,O-202400556,P1084,Espejo Eco ★,Decoración,Espejos,1,42.08,-5,-2.10,44.18,10
OL-0001633,O-202400556,P1003,Espejo Atlas ★,Decoración,Espejos,2,245.12,0,0.00,€490.24,21
OL-0001634,O-202400556,,,,,1,"1020,46",0,0.00,1020.46,21
OL-0001635,O-202400556,p1053,"Aplique Nórdico ""Star""",Iluminación,,3,221.71,0,0.00,665.13,21
OL-0001636,O-202400556,P1099,Figura Eco ★,Decoración,Figuras,1,178.34,,,178.34,10
OL-0001637,O-202400556,p1041,Vela Luna ★,Decoración,Velas,1,110.97,,,110.97,21
OL-0001638,O-202400557,P1048,Mesa Minimal 160cm,Muebles,Mesas,2,"472,80",20,189.12,756.48,21
OL-0001639,O-202400557,P1074,Sábana Vintage Pack 4,Textil hogar,Sábanas,1,103.00,,,103.00,21
OL-0001640,O-202400558,P1090,Armario Sol XL,Muebles,Armarios,1,1181.56,,,€1181.56,21
OL-0001641,O-202400558,P1038,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,1,€21.57,,,€21.57,21
OL-0001642,O-202400558,SKU-9999,Producto desconocido,N/A,,1,233.29,15,34.99,198.30,21
OL-0001643,O-202400558,P1032,Figura Minimal ★,Decoración,Lamparas mesa,2,127.85,30,76.71,178.99,10
OL-0001644,O-202400559, P1049,"Lámparas techo Boreal ""Star""",Iluminación,Lámparas techo,1,349.40,5,€17.47,331.93,10
OL-0001645,O-202400559,P1005,,,,1,€821.00,15,123.15,"697,85",21
OL-0001646,O-202400560,P1044,"Bombilla Eco ""Star""",Iluminación,Bombillas,1,51.00,25,12.75,"38,25",21
OL-0001647,O-202400560,P1046,"Aplique Atlas ""Star""",Iluminación,Apliques,2,323.58,10,64.72,582.44,21
OL-0001648,O-202400561,p1047,Sofá Atlas 3 plazas,Muebles,Sofás,1,€487.68,30,146.30,€341.38,21
OL-0001649,O-202400561,P1001,Cuadro Atlas ★,Decoración,Cuadros,1,28.91,15,4.34,24.57,21
OL-0001650,O-202400561,P1025,Figura Nórdico ★,Decoración,Figuras,2,93.15,0,0.00,186.30,21
OL-0001651,O-202400561,P1054,Figura Minimal ★,Decoración,Figuras,1,104.46,10,€10.45,94,10
OL-0001652,O-202400562,P1007,Figura Boreal ★,Decoración,Figuras,2,217.90,25,108.95,326.85,10
OL-0001653,O-202400562,P1003,Espejo Atlas ★,Decoración,Espejos,2,254.30,0,0.00,508.60,10
OL-0001654,O-202400562,P1051,Alfombra Aurora Set 2 uds,Textil hogar,Alfombras,1,€24.14,15,3.62,"20,52",21
OL-0001655,O-202400562,P1023,"Aplique Élite ""Star""",Iluminación,Apliques,2,130,10,25.96,233.66,21
OL-0001656,O-202400563,P1057,"Lámparas pie Luna ""Star""",Iluminación,Lámparas pie,2,"130,78",15,39.23,222.33,10
OL-0001657,O-202400563,P1082,Vela Vintage ★,Decoración,Velas,2,232.21,15,"69,66",394.76,21
OL-0001658,O-202400563,P1075,Cuadro Luna ★,Decoración,Cuadros,3,32.94,,,98.82,10
OL-0001659,O-202400563,P1077,"Aplique Atlas ""Star""",Iluminación,Apliques,1,208.54,5,"10,43",198.11,21
OL-0001660,O-202400564,P1089,"Bombilla Vintage ""Star""",Iluminación,Bombillas,1,97,15,15,82.53,21
OL-0001661,O-202400564,P1036,Cortina Aurora 90x200,Textil hogar,Cortinas,1,€26.61,,,€26.61,21
OL-0001662,O-202400565,P1076,Cortina Eco 200x300,Textil hogar,Cortinas,1,211,10,€21.12,190.10,21
OL-0001663,O-202400565,P1022,Armario Aurora 120cm,Muebles,Armarios,4,"807,99",15,484.79,2747.17,21
OL-0001664,O-202400565,P1039,Cuadro Nórdico ★,Decoración,,1,"236,46",,,236.46,21
OL-0001665,O-202400565,P1081,"Bombilla Élite ""Star""",Iluminación,Bombillas,2,,10,"71,81",646.33,21
OL-0001666,O-202400565,SKU-1019,Vela Aurora ★,Decoración,Velas,2,48.57,25,24.29,72.85,10
OL-0001667,O-202400565,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,1,55.82,,,55.82,21
OL-0001668,O-202400566,P1025,Figura Nórdico ★,Decoración,Figuras,3,88.11,20,€52.87,211.46,10
OL-0001669,O-202400567,P1014,Cuadro Zen ★,Decoración,Cuadros,0,€63.78,,,0.00,10
OL-0001670,O-202400567,P1058,Manta Nórdico 140x200,Textil hogar,Mantas,1,64.38,20,12.88,51.50,21
OL-0001671,O-202400568,P1006,Cortina Élite 200x300,Textil hogar,Cortinas,1,,,,"107,79",21
OL-0001672,O-202400568,P1083,"Aplique Aurora ""Star""",Iluminación,,2,368.24,25,184.12,552.36,21
OL-0001673,O-202400568,P1091,"Bombilla Eco ""Star""",Iluminación,Bombillas,1,377.29,,,377.29,10
OL-0001674,O-202400568,P1000,Sofá Aurora 160cm,Muebles,Sofás,1,231.68,0,0.00,231.68,21
OL-0001675,O-202400568,P1059,Armario Minimal 120cm,Muebles,Armarios,1,€726.70,30,"218,01","508,69",21
OL-0001676,O-202400569,P1063,Armario Brisa 160cm,Muebles,Armarios,1,444.93,15,66.74,378.19,21
OL-0001677,O-202400570,P1073,Espejo Minimal ★,Decoración,Espejos,2,105.47,20,€42.19,168.75,10
OL-0001678,O-202400570,P105Y,,,,1,511.23,10,51,460.11,21
OL-0001679,O-202400570,P1037,"Bombilla Boreal ""Star""",Iluminación,Bombillas,1,,,,49.16,21
OL-0001680,O-202400570,P1072,"Aplique Aurora ""Star""",Iluminación,Apliques,2,€206.71,-5,-20.67,434.09,21
OL-0001681,O-202400570,P1037,"Bombilla Boreal ""Star""",Iluminación,Bombillas,1,52.50,-5,"-2,62",€55.12,21
OL-0001682,O-202400570,P1077,"Aplique Atlas ""Star""",Iluminación,Apliques,2,214.31,15,€64.29,364.33,21
OL-0001683,O-202400571,P1024,Cojine Vintage ★,Decoración,Cojines,1,177.33,15,26.60,151,21
OL-0001684,O-202400571,P1024,Cojine Vintage ★,Decoración,Cojines,2,175.68,,,,21
OL-0001685,O-202400571,P1022,Armario Aurora 120cm,Muebles,Armarios,1,€819.68,5,40.98,778.70,21
OL-0001686,O-202400572,SKU-1019,Vela Aurora ★,Decoración,Velas,1,49.44,0,0.00,49.44,10
OL-0001687,O-202400572,P1096,Figura Vintage ★,Decoración,Figuras,1,151.37,30,45.41,105.96,21
OL-0001688,O-202400573,P1035,Manta Brisa Set 2 uds,Textil hogar,Mantas,1,220.37,10,22.04,198.33,21
OL-0001689,O-202400574,P1094,"Bombilla Zen ""Star""",Iluminación,Bombillas,2,,15,86.20,488.50,21
OL-0001690,O-202400575,P1073,Espejo Minimal ★,Decoración,Espejos,2,"118,17",30,70.90,165.44,10
OL-0001691,O-202400575,P1026,Cuadro Vintage ★,Decoración,Cuadros,2,80.79,30,48.47,113.11,21
OL-0001692,O-202400575,P1098,Espejo Boreal ★,Decoración,Espejos,1,219.16,25,54.79,€164.37,10
OL-0001693,O-202400575,P1042,Espejo Minimal ★,Decoración,Espejos,1,,,,"72,75",10
OL-0001694,O-202400575,P1072,"Aplique Aurora ""Star""",Iluminación,Apliques,0,194,30,0.00,0.00,10
OL-0001695,O-202400576,P1048,Mesa Minimal 160cm,Muebles,Mesas,1,"423,18",,,423.18,21
OL-0001696,O-202400576,P1065,Sofá Atlas 3 plazas,Muebles,Sofás,2,1052.04,0,0.00,2104.08,21
OL-0001697,O-202400576,P1007,Figura Boreal ★,Decoración,Figuras,3,244.06,25,183.05,549.13,10
OL-0001698,O-202400577,P1000,Sofá Aurora 160cm,Muebles,Sofás,2,225.46,,,450.92,21
OL-0001699,O-202400577,P1041,Vela Luna ★,Decoración,Velas,1,113.64,,,"113,64",21
OL-0001700,O-202400577,P1024,Cojine Vintage ★,Decoración,Cojines,1,168.34,,,"168,34",10
OL-0001701,O-202400578,P1086,"Lámparas mesa Eco ""Star""",Iluminación,Lámparas mesa,1,181.49,25,45,136.12,21
OL-0001702,O-202400578,P1048,Mesa Minimal 160cm,Muebles,Mesas,4,460.77,5,92.15,1750.93,21
OL-0001703,O-202400579,P1062,Sábana Brisa Pack 4,Textil hogar,Sábanas,1,"202,79",,,202.79,21
OL-0001704,O-202400580,P1008,"Bombilla Nórdico ""Star""",Iluminación,Bombillas,1,28.87,15,4.33,25,10
OL-0001705,O-202400580,P1073,Espejo Minimal ★,Decoración,Espejos,2,113.27,,,226.54,10
OL-0001706,O-202400580,P1018,Cojine Minimal ★,Decoración,Cojines,3,165.68,,,497.04,21
